Datum,Zeit,Temperatur_C,Feuchte_%,Druck_hPa
2026-01-06,20:34:54,20.29,44.77,947.67
2026-01-06,20:49:54,20.38,45.25,947.72
2026-01-06,21:04:55,20.47,45.33,947.85
2026-01-06,21:19:55,20.54,45.73,947.76
2026-01-06,21:34:55,20.64,46.85,947.71
2026-01-06,21:49:55,20.66,46.09,947.8
2026-01-06,21:52:48,22.04,48.64,1004.81
2026-01-18,12:02:41,21.73,49.96,1004.7
2026-01-18,12:17:41,21.7,50.73,1004.56
2026-01-18,12:32:41,21.63,51.22,1004.3
2026-01-18,12:47:41,21.54,51.15,1004.24
2026-01-18,13:02:41,21.59,50.61,1004.11
2026-01-18,13:17:41,21.56,50.62,1003.98
2026-01-18,13:32:41,21.36,49.18,1003.84
2026-01-18,13:47:42,21.52,49.54,1003.64
2026-01-18,14:02:42,21.65,49.1,1003.55
2026-01-18,14:17:42,21.56,49.34,1003.44
2026-01-18,14:30:03,21.03,45.74,991.16
2026-02-01,14:42:56,4.74,75.12,990.91
2026-02-01,15:24:23,4.43,76.61,990.76
2026-02-01,15:39:35,4.25,78.57,990.75
2026-02-01,15:54:35,4.18,79.03,990.61
2026-02-01,16:09:35,4.03,79.09,990.59
2026-02-01,16:24:35,3.96,79.79,990.42
2026-02-01,16:39:35,3.93,79.77,990.47
2026-02-01,16:54:35,3.82,79.73,990.45
2026-02-01,17:09:35,3.71,79.82,990.32
2026-02-01,17:24:35,3.61,79.84,990.13
2026-02-01,17:39:36,3.58,79.63,990.09
2026-02-01,17:54:36,3.57,79.46,990.17
2026-02-01,18:09:36,3.54,78.61,990.1
2026-02-01,18:24:36,3.44,78.77,990.1
2026-02-01,18:39:36,3.38,78.44,990.09
2026-02-01,18:54:36,3.28,78.89,989.99
2026-02-01,19:09:36,3.1,79.18,989.91
2026-02-01,19:24:37,3.05,79.62,989.82
2026-02-01,19:39:37,3.06,79.37,989.92
2026-02-01,19:54:37,3.07,79.52,989.89
2026-02-01,20:09:37,2.99,79.6,989.94
2026-02-01,20:24:37,3.0,79.34,989.93
2026-02-01,20:39:37,3.06,78.72,989.91
2026-02-01,20:54:37,3.01,78.9,989.8
2026-02-01,21:09:37,2.96,79.38,989.78
2026-02-01,21:24:38,2.97,78.9,989.77
2026-02-01,21:39:38,2.88,79.37,989.73
2026-02-01,21:54:38,2.77,79.72,989.62
2026-02-01,22:09:38,2.71,80.03,989.64
2026-02-01,22:24:38,2.67,79.76,989.62
2026-02-01,22:39:38,2.63,80.02,989.64
2026-02-01,22:54:38,2.66,79.66,989.5
2026-02-01,23:09:38,2.56,80.17,989.4
2026-02-01,23:24:39,2.56,80.28,989.15
2026-02-01,23:39:39,2.66,79.87,988.97
2026-02-01,23:54:39,2.58,79.85,988.79
2026-02-02,00:09:39,2.5,80.17,988.76
2026-02-02,00:24:39,2.42,80.2,988.56
2026-02-02,00:39:39,2.31,80.22,988.47
2026-02-02,00:54:39,2.07,80.74,988.2
2026-02-02,01:09:40,1.99,80.96,988.19
2026-02-02,01:24:40,2.08,80.64,988.15
2026-02-02,01:39:40,2.19,79.43,988.04
2026-02-02,01:54:40,2.04,79.88,988.0
2026-02-02,02:09:40,1.97,79.59,987.94
2026-02-02,02:24:40,1.81,80.31,987.93
2026-02-02,02:39:40,1.7,80.62,988.01
2026-02-02,02:54:40,1.77,80.08,988.0
2026-02-02,03:09:41,1.86,79.49,987.65
2026-02-02,03:24:41,1.81,78.78,987.61
2026-02-02,03:39:41,1.79,78.35,987.39
2026-02-02,03:54:41,1.87,77.74,987.36
2026-02-02,04:09:41,1.81,77.25,987.1
2026-02-02,04:24:41,1.9,76.04,987.04
2026-02-02,04:39:41,1.89,75.38,986.91
2026-02-02,04:54:42,1.91,75.07,986.82
2026-02-02,05:09:42,1.89,74.67,986.75
2026-02-02,05:24:42,1.9,74.28,986.64
2026-02-02,05:39:42,1.86,74.75,986.63
2026-02-02,05:54:42,1.82,74.43,986.7
2026-02-02,06:09:42,1.78,74.14,986.72
2026-02-02,06:24:42,1.8,73.8,986.73
2026-02-02,06:39:42,1.78,74.24,986.81
2026-02-02,06:54:43,1.73,74.02,986.7
2026-02-02,07:09:43,1.8,73.22,986.69
2026-02-02,07:24:43,1.83,72.39,986.66
2026-02-02,07:39:43,1.8,72.47,986.64
2026-02-02,07:54:43,1.8,71.86,986.78
2026-02-02,08:09:43,1.74,71.79,986.59
2026-02-02,08:24:43,1.82,70.72,986.71
2026-02-02,08:39:43,1.8,70.85,986.48
2026-02-02,08:54:44,1.91,70.25,986.71
2026-02-02,09:09:44,1.96,70.14,987.06
2026-02-02,09:24:44,2.05,70.48,987.0
2026-02-02,09:39:44,2.01,69.49,986.96
2026-02-02,09:54:44,2.1,69.15,986.96
2026-02-02,10:09:44,2.07,68.61,987.07
2026-02-02,10:24:44,2.13,68.59,987.07
2026-02-02,10:39:45,2.54,67.34,986.96
2026-02-02,10:54:45,2.98,66.01,986.89
2026-02-02,11:09:45,3.2,66.41,986.95
2026-02-02,11:24:45,3.05,64.73,986.85
2026-02-02,11:39:45,3.23,64.55,986.64
2026-02-02,11:54:45,4.12,62.54,986.55
2026-02-02,12:09:45,3.84,62.46,986.63
2026-02-02,12:24:45,3.84,62.08,986.45
2026-02-02,12:39:46,5.59,57.68,986.22
2026-02-02,12:54:46,4.52,59.4,986.27
2026-02-02,13:09:46,5.27,57.43,986.01
2026-02-02,13:24:46,6.33,55.08,985.87
2026-02-02,13:39:46,7.17,54.02,985.75
2026-02-02,13:54:46,4.73,59.78,985.82
2026-02-02,14:09:46,4.35,61.6,985.73
2026-02-02,14:24:46,3.99,64.59,985.81
2026-02-02,14:39:47,4.14,64.12,985.77
2026-02-02,14:54:47,4.25,64.39,985.67
2026-02-02,15:09:47,3.64,65.6,985.69
2026-02-02,15:24:47,3.37,65.72,985.8
2026-02-02,15:39:47,3.37,65.58,985.79
2026-02-02,15:54:47,3.34,66.19,985.8
2026-02-02,16:09:48,3.33,65.33,985.84
2026-02-02,16:24:48,3.18,65.82,985.83
2026-02-02,16:39:48,3.02,66.49,985.96
2026-02-02,16:54:48,2.84,65.83,985.8
2026-02-02,17:09:48,2.71,66.3,985.7
2026-02-02,17:24:48,2.58,65.92,985.78
2026-02-02,17:39:48,2.49,66.76,985.73
2026-02-02,17:54:49,2.44,66.32,985.75
2026-02-02,18:09:49,2.41,66.43,985.75
2026-02-02,18:24:49,2.35,66.76,985.69
2026-02-02,18:39:49,2.29,67.36,985.7
2026-02-02,18:54:49,2.22,68.02,985.39
2026-02-02,19:09:49,2.14,68.38,985.29
2026-02-02,19:24:49,2.09,69.29,985.35
2026-02-02,19:39:49,2.03,69.72,985.34
2026-02-02,19:54:50,1.96,70.67,985.31
2026-02-02,20:09:50,1.89,71.46,985.27
2026-02-02,20:24:50,1.78,71.96,985.25
2026-02-02,20:39:50,1.7,72.23,985.39
2026-02-02,20:54:50,1.67,72.31,985.44
2026-02-02,21:09:50,1.65,72.03,985.38
2026-02-02,21:24:50,1.58,71.99,985.25
2026-02-02,21:39:50,1.57,71.91,985.26
2026-02-02,21:54:51,1.51,71.53,985.37
2026-02-02,22:09:51,1.49,71.84,985.43
2026-02-02,22:24:51,1.48,71.87,985.36
2026-02-02,22:39:51,1.47,71.64,985.15
2026-02-02,22:54:51,1.44,71.73,985.06
2026-02-02,23:09:51,1.42,71.64,985.05
2026-02-02,23:24:51,1.42,71.77,984.93
2026-02-02,23:39:52,1.4,72.32,984.91
2026-02-02,23:54:52,1.38,72.13,984.99
2026-02-03,00:09:52,1.33,72.51,984.99
2026-02-03,00:24:52,1.15,72.95,985.01
2026-02-03,00:39:52,0.83,74.14,984.79
2026-02-03,00:54:52,0.47,75.29,984.7
2026-02-03,01:09:52,0.13,76.16,984.75
2026-02-03,01:24:52,0.08,76.57,984.73
2026-02-03,01:39:53,-0.13,77.05,984.56
2026-02-03,01:54:53,-0.17,76.79,984.57
2026-02-03,02:09:53,-0.38,77.52,984.76
2026-02-03,02:24:53,-0.54,78.02,984.74
2026-02-03,02:39:53,-0.57,78.18,984.57
2026-02-03,02:54:53,-0.64,78.18,984.53
2026-02-03,03:09:53,-0.74,78.6,984.39
2026-02-03,03:24:53,-0.82,78.96,984.05
2026-02-03,03:39:54,-0.79,78.79,983.93
2026-02-03,03:54:54,-0.67,78.18,983.94
2026-02-03,04:09:54,-0.47,77.28,983.8
2026-02-03,04:24:54,-0.59,77.6,983.56
2026-02-03,04:39:54,-0.71,78.19,983.52
2026-02-03,04:54:54,-0.79,78.42,983.2
2026-02-03,05:09:54,-0.76,78.14,983.39
2026-02-03,05:24:55,-0.97,79.11,983.39
2026-02-03,05:39:55,-1.18,79.65,983.57
